UniversityCode,MajorCode,MajorName,Method,SubjectCombination,MaxScore,Score
QST,7440301_CLC,Khoa học Môi trường (CT Chất lượng cao),THPTQG,D07,30,17.00
QST,7420101,Sinh học,THPTQG,A02,30,21.50
QST,7420101,Sinh học,THPTQG,B00,30,21.50
QST,7420101,Sinh học,THPTQG,B08,30,21.50
QST,7420101_CLC,Sinh học (CT Chất lượng cao),THPTQG,A02,30,21.50
QST,7420101_CLC,Sinh học (CT Chất lượng cao),THPTQG,B00,30,21.50
QST,7420101_CLC,Sinh học (CT Chất lượng cao),THPTQG,B08,30,21.50
QST,7420201,Công nghệ Sinh học,THPTQG,A02,30,24.68
QST,7420201,Công nghệ Sinh học,THPTQG,B00,30,24.68
QST,7420201,Công nghệ Sinh học,THPTQG,B08,30,24.68
QST,7420201,Công nghệ Sinh học,THPTQG,D90,30,24.68
QST,7420201_CLC,Công nghệ Sinh học (CT Chất lượng cao),THPTQG,A02,30,24.68
QST,7420201_CLC,Công nghệ Sinh học (CT Chất lượng cao),THPTQG,B00,30,24.68
QST,7420201_CLC,Công nghệ Sinh học (CT Chất lượng cao),THPTQG,B08,30,24.68
QST,7420201_CLC,Công nghệ Sinh học (CT Chất lượng cao),THPTQG,D90,30,24.68
QST,7850101,Quản lý Tài nguyên và Môi trường,THPTQG,A00,30,18.50
QST,7850101,Quản lý Tài nguyên và Môi trường,THPTQG,B00,30,18.50
QST,7850101,Quản lý Tài nguyên và Môi trường,THPTQG,B08,30,18.50
QST,7850101,Quản lý Tài nguyên và Môi trường,THPTQG,D07,30,18.50
QST,7460101_NN,"Nhóm ngành Toán học, Toán tin, Toán ứng dụng",THPTQG,A00,30,25.30
QST,7460101_NN,"Nhóm ngành Toán học, Toán tin, Toán ứng dụng",THPTQG,A01,30,25.30
QST,7460101_NN,"Nhóm ngành Toán học, Toán tin, Toán ứng dụng",THPTQG,B00,30,25.30
QST,7460101_NN,"Nhóm ngành Toán học, Toán tin, Toán ứng dụng",THPTQG,D01,30,25.30
QST,7460108,Khoa học Dữ liệu,THPTQG,A00,30,26.40
QST,7460108,Khoa học Dữ liệu,THPTQG,A01,30,26.40
QST,7460108,Khoa học Dữ liệu,THPTQG,B08,30,26.40
QST,7460108,Khoa học Dữ liệu,THPTQG,D07,30,26.40
QST,7480201_NN,Nhóm ngành Máy tính và Công nghệ Thông tin,THPTQG,A00,30,26.50
QST,7480201_NN,Nhóm ngành Máy tính và Công nghệ Thông tin,THPTQG,A01,30,26.50
QST,7480201_NN,Nhóm ngành Máy tính và Công nghệ Thông tin,THPTQG,B08,30,26.50
QST,7480201_NN,Nhóm ngành Máy tính và Công nghệ Thông tin,THPTQG,D07,30,26.50
QST,7480201_CLC,Công nghệ Thông tin (CT Chất lượng cao),THPTQG,A00,30,26.00
QST,7480201_CLC,Công nghệ Thông tin (CT Chất lượng cao),THPTQG,A01,30,26.00
QST,7480201_CLC,Công nghệ Thông tin (CT Chất lượng cao),THPTQG,B08,30,26.00
QST,7480201_CLC,Công nghệ Thông tin (CT Chất lượng cao),THPTQG,D07,30,26.00
QST,7480101_TT,Khoa học Máy tính (CT Tiên tiến),THPTQG,A00,30,28.05
QST,7480101_TT,Khoa học Máy tính (CT Tiên tiến),THPTQG,A01,30,28.05
QST,7480101_TT,Khoa học Máy tính (CT Tiên tiến),THPTQG,B08,30,28.05
QST,7480101_TT,Khoa học Máy tính (CT Tiên tiến),THPTQG,D07,30,28.05
QST,7480107,Trí tuệ nhân tạo,THPTQG,A00,30,27.00
QST,7480107,Trí tuệ nhân tạo,THPTQG,A01,30,27.00
QST,7480107,Trí tuệ nhân tạo,THPTQG,B08,30,27.00
QST,7480107,Trí tuệ nhân tạo,THPTQG,D07,30,27.00
QST,7520402,Kỹ thuật Hạt nhân,THPTQG,A00,30,17.00
QST,7520402,Kỹ thuật Hạt nhân,THPTQG,A01,30,17.00
QST,7520402,Kỹ thuật Hạt nhân,THPTQG,A02,30,17.00
QST,7520402,Kỹ thuật Hạt nhân,THPTQG,D90,30,17.00
QST,7520403,Vật lý Y khoa,THPTQG,A00,30,24.00
QST,7520403,Vật lý Y khoa,THPTQG,A01,30,24.00
QST,7520403,Vật lý Y khoa,THPTQG,A02,30,24.00
QST,7520403,Vật lý Y khoa,THPTQG,D90,30,24.00
QST,7510401_CLC,Công nghệ Kỹ thuật Hóa học (CT Chất lượng cao),THPTQG,A00,30,24.70
QST,7510401_CLC,Công nghệ Kỹ thuật Hóa học (CT Chất lượng cao),THPTQG,B00,30,24.70
QST,7510401_CLC,Công nghệ Kỹ thuật Hóa học (CT Chất lượng cao),THPTQG,D07,30,24.70
QST,7510401_CLC,Công nghệ Kỹ thuật Hóa học (CT Chất lượng cao),THPTQG,D90,30,24.70
QST,7510402,Công nghệ Vật liệu,THPTQG,A00,30,23.00
QST,7510402,Công nghệ Vật liệu,THPTQG,A01,30,23.00
QST,7510402,Công nghệ Vật liệu,THPTQG,B00,30,23.00
QST,7510402,Công nghệ Vật liệu,THPTQG,D07,30,23.00
QST,7520501,Kỹ thuật Địa chất,THPTQG,A00,30,17.00
QST,7520501,Kỹ thuật Địa chất,THPTQG,A01,30,17.00
QST,7520501,Kỹ thuật Địa chất,THPTQG,B00,30,17.00
QST,7520501,Kỹ thuật Địa chất,THPTQG,D07,30,17.00
QST,7510406,Công nghệ Kỹ thuật Môi trường,THPTQG,A00,30,17.00
QST,7510406,Công nghệ Kỹ thuật Môi trường,THPTQG,B00,30,17.00
QST,7510406,Công nghệ Kỹ thuật Môi trường,THPTQG,B08,30,17.00
QST,7510406,Công nghệ Kỹ thuật Môi trường,THPTQG,D07,30,17.00
QST,7520207,Kỹ thuật Điện tử - Viễn thông,THPTQG,A00,30,24.55
QST,7520207,Kỹ thuật Điện tử - Viễn thông,THPTQG,A01,30,24.55
QST,7520207,Kỹ thuật Điện tử - Viễn thông,THPTQG,D07,30,24.55
QST,7520207,Kỹ thuật Điện tử - Viễn thông,THPTQG,D90,30,24.55
QST,7520207_CLC,Kỹ thuật Điện tử - Viễn thông (CT Chất lượng cao),THPTQG,A00,30,23.25
QST,7520207_CLC,Kỹ thuật Điện tử - Viễn thông (CT Chất lượng cao),THPTQG,A01,30,23.25
QST,7520207_CLC,Kỹ thuật Điện tử - Viễn thông (CT Chất lượng cao),THPTQG,D07,30,23.25
QST,7520207_CLC,Kỹ thuật Điện tử - Viễn thông (CT Chất lượng cao),THPTQG,D90,30,23.25
QST,7440102_NN,"Nhóm ngành Vật lý học, Công nghệ Vật lý điện tử và tin học",ĐGNL,,1200,720
QST,7440228,Hải dương học,ĐGNL,,1200,600
QST,7440112,Hóa học,ĐGNL,,1200,845
QST,7440112_CLC,Hóa học (CT Chất lượng cao),ĐGNL,,1200,830
QST,7440122,Khoa học Vật liệu,ĐGNL,,1200,650
QST,7440201,Địa chất học,ĐGNL,,1200,600
QST,7440301,Khoa học Môi trường,ĐGNL,,1200,600
QST,7440301_CLC,Khoa học Môi trường (CT Chất lượng cao),ĐGNL,,1200,600
QST,7420101,Sinh học,ĐGNL,,1200,650
QST,7420101_CLC,Sinh học (CT Chất lượng cao),ĐGNL,,1200,650
QST,7420201,Công nghệ Sinh học,ĐGNL,,1200,830
QST,7420201_CLC,Công nghệ Sinh học (CT Chất lượng cao),ĐGNL,,1200,830
QST,7850101,Quản lý Tài nguyên và Môi trường,ĐGNL,,1200,650
QST,7460101_NN,"Nhóm ngành Toán học, Toán tin, Toán ứng dụng",ĐGNL,,1200,830
QST,7460108,Khoa học Dữ liệu,ĐGNL,,1200,950
QST,7480201_NN,Nhóm ngành Máy tính và Công nghệ Thông tin,ĐGNL,,1200,940
QST,7480201_CLC,Công nghệ Thông tin (CT Chất lượng cao),ĐGNL,,1200,925
QST,7480101_TT,Khoa học Máy tính (CT Tiên tiến),ĐGNL,,1200,1035
QST,7480107,Trí tuệ nhân tạo,ĐGNL,,1200,1001
QST,7520402,Kỹ thuật Hạt nhân,ĐGNL,,1200,700
QST,7520403,Vật lý Y khoa,ĐGNL,,1200,860
QST,7510401_CLC,Công nghệ Kỹ thuật Hóa học (CT Chất lượng cao),ĐGNL,,1200,845
QST,7510402,Công nghệ Vật liệu,ĐGNL,,1200,730
QST,7520501,Kỹ thuật Địa chất,ĐGNL,,1200,600
QST,7510406,Công nghệ Kỹ thuật Môi trường,ĐGNL,,1200,600
QST,7520207,Kỹ thuật Điện tử - Viễn thông,ĐGNL,,1200,790
QST,7520207_CLC,Kỹ thuật Điện tử - Viễn thông (CT Chất lượng cao),ĐGNL,,1200,750
