Mã trường,Mã ngành xét tuyển,Tên ngành,Phương thức,Tổ hợp,Thang điểm,Điểm
KMA,7480202KMP,An toàn thông tin,THPTQG,A00,30,23.2
KMA,7480202KMP,An toàn thông tin,THPTQG,A01,30,23.2
KMA,7480202KMP,An toàn thông tin,THPTQG,X26,30,23.2
KMA,7480202KMP,An toàn thông tin,THPTQG,X06,30,23.2
